0.05
100
36
0
0
0
0
0

0.05
500
91
0
0
0
0
0

0.05
1.000
132
0
0
0
0
0

0.05
5.000
307
0
0
0
0
0

0.05
10.000
438
0
31
0
16
15

0.05
100.000
1.405
16
937
0
656
16

0.05
500.000
3.153
15
14.934
16
8.670
0

0.05
2.000.000
6.315
78
-1
16
-1
15

0.05
5.000.000
9.991
78
-1
32
-1
46

0.05
10.000.000
14.133
141
-1
94
-1
78

0.05
20.000.000
19.991
297
-1
125
-1
141

0.05
30.000.000
24.485
469
-1
203
-1
203

0.05
40.000.000
28.275
562
-1
234
-1
235

0.1
100
27
0
0
0
0
0

0.1
500
66
0
15
0
0
0

0.1
1.000
96
0
0
0
0
0

0.1
5.000
219
0
0
0
0
0

0.1
10.000
312
0
16
0
15
0

0.1
100.000
996
0
578
0
422
0

0.1
500.000
2.232
0
7.014
15
4.937
0

0.1
2.000.000
4.468
31
-1
16
-1
16

0.1
5.000.000
7.067
93
-1
47
-1
172

0.1
10.000.000
9.996
156
-1
63
-1
62

0.1
20.000.000
14.138
281
-1
94
-1
125

0.1
30.000.000
17.316
469
-1
172
-1
172

0.1
40.000.000
19.996
516
-1
250
-1
250

0.15
100
23
0
0
0
0
0

0.15
500
55
0
0
0
0
0

0.15
1.000
79
0
0
0
0
0

0.15
5.000
180
0
0
0
0
0

0.15
10.000
255
0
16
0
0
0

0.15
100.000
814
0
500
0
344
0

0.15
500.000
1.823
16
5.795
0
3.906
15

0.15
2.000.000
3.649
31
-1
16
-1
0

0.15
5.000.000
5.771
62
-1
31
-1
32

0.15
10.000.000
8.162
125
-1
63
-1
47

0.15
20.000.000
11.544
266
-1
125
-1
93

0.15
30.000.000
14.139
422
-1
171
-1
188

0.15
40.000.000
16.327
515
-1
219
-1
219

0.2
100
20
0
0
0
0
0

0.2
500
48
0
0
0
0
0

0.2
1.000
69
0
0
0
0
0

0.2
5.000
156
0
15
0
0
0

0.2
10.000
222
0
16
0
0
0

0.2
100.000
705
0
391
15
281
0

0.2
500.000
1.579
0
4.873
0
3.468
0

0.2
2.000.000
3.160
31
-1
16
-1
0

0.2
5.000.000
4.998
62
-1
47
-1
31

0.2
10.000.000
7.069
110
-1
47
-1
47

0.2
20.000.000
9.998
250
-1
110
-1
109

0.2
30.000.000
12.245
375
-1
172
-1
187

0.2
40.000.000
14.140
516
-1
203
-1
188

0.25
100
19
0
0
0
0
0

0.25
500
43
0
0
0
0
0

0.25
1.000
62
0
0
0
0
0

0.25
5.000
140
0
15
0
0
0

0.25
10.000
199
0
0
16
0
0

0.25
100.000
631
0
375
15
250
0

0.25
500.000
1.413
0
4.890
0
3.108
0

0.25
2.000.000
2.827
16
-1
15
-1
16

0.25
5.000.000
4.471
94
